Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"1 COMET DR","CHARLES CITY",IA,50616,43.061387,-92.659236,1,range_interpolation,1,"Comet Dr","Charles City",IA,"Floyd County",50616,US,"TIGER/Line® dataset from the US Census Bureau"
"1 COMET DR","CHARLES CITY",IA,50616,43.061387,-92.659236,1,range_interpolation,1,"Comet Dr","Charles City",IA,"Floyd County",50616,US,"TIGER/Line® dataset from the US Census Bureau"
"1 COMET DR","CHARLES CITY",IA,50616,43.061387,-92.659236,1,range_interpolation,1,"Comet Dr","Charles City",IA,"Floyd County",50616,US,"TIGER/Line® dataset from the US Census Bureau"
"706 FAIRFIELD ST",FLOYD,IA,50435,43.1253,-92.740188,0.9,range_interpolation,706,"Fairfield St",Floyd,IA,"Floyd County",50435,US,"TIGER/Line® dataset from the US Census Bureau"
"509 IOWA AVE","NORA SPRINGS",IA,50458,43.148807,-93.004243,1,range_interpolation,509,"Iowa Ave","Nora Springs",IA,"Floyd County",50458,US,"TIGER/Line® dataset from the US Census Bureau"
"1460 210TH ST",ROCKFORD,IA,50468,43.052825,-92.810272,0.6,street_center,,"210th St",Rockford,IA,"Floyd County",50468,US,"TIGER/Line® dataset from the US Census Bureau"
"520 COLLEGE ST","MARBLE ROCK",IA,50653,42.963084,-92.864529,1,range_interpolation,520,"College St","Marble Rock",IA,"Floyd County",50653,US,"TIGER/Line® dataset from the US Census Bureau"
"1 COMET DR","CHARLES CITY",IA,50616,43.061387,-92.659236,1,range_interpolation,1,"Comet Dr","Charles City",IA,"Floyd County",50616,US,"TIGER/Line® dataset from the US Census Bureau"
"601 12TH AVE NE",HAMPTON,IA,50441,42.752815,-93.198719,1,range_interpolation,601,"12th Ave NE",Hampton,IA,"Franklin County",50441,US,"TIGER/Line® dataset from the US Census Bureau"
"601 12TH AVE NE",HAMPTON,IA,50441,42.752815,-93.198719,1,range_interpolation,601,"12th Ave NE",Hampton,IA,"Franklin County",50441,US,"TIGER/Line® dataset from the US Census Bureau"
"1441 GULL AVE",LATIMER,IA,50452,42.750824,-93.369969,1,rooftop,1441,"Gull Ave",Latimer,IA,"Franklin County",50452,US,Franklin
"601 12TH AVE NE",HAMPTON,IA,50441,42.752815,-93.198719,1,range_interpolation,601,"12th Ave NE",Hampton,IA,"Franklin County",50441,US,"TIGER/Line® dataset from the US Census Bureau"
"601 12TH AVE NE",HAMPTON,IA,50441,42.752815,-93.198719,1,range_interpolation,601,"12th Ave NE",Hampton,IA,"Franklin County",50441,US,"TIGER/Line® dataset from the US Census Bureau"
"601 12TH AVE NE",HAMPTON,IA,50441,42.752815,-93.198719,1,range_interpolation,601,"12th Ave NE",Hampton,IA,"Franklin County",50441,US,"TIGER/Line® dataset from the US Census Bureau"
"601 12TH AVE NE",HAMPTON,IA,50441,42.752815,-93.198719,1,range_interpolation,601,"12th Ave NE",Hampton,IA,"Franklin County",50441,US,"TIGER/Line® dataset from the US Census Bureau"
"1441 GULL AVE",LATIMER,IA,50452,42.750824,-93.369969,1,rooftop,1441,"Gull Ave",Latimer,IA,"Franklin County",50452,US,Franklin
"1441 GULL AVE",LATIMER,IA,50452,42.750824,-93.369969,1,rooftop,1441,"Gull Ave",Latimer,IA,"Franklin County",50452,US,Franklin
"504 PARK ST",SHEFFIELD,IA,50475,42.896314,-93.21813,1,rooftop,504,"Park St",Sheffield,IA,"Franklin County",50475,US,Franklin
"601 12TH AVE NE",HAMPTON,IA,50441,42.752815,-93.198719,1,range_interpolation,601,"12th Ave NE",Hampton,IA,"Franklin County",50441,US,"TIGER/Line® dataset from the US Census Bureau"
"1441 GULL AVE",LATIMER,IA,50452,42.750824,-93.369969,1,rooftop,1441,"Gull Ave",Latimer,IA,"Franklin County",50452,US,Franklin
"907 HARTFORD AVE",FARRAGUT,IA,51639,40.722693,-95.48104,1,rooftop,907,"Hartford Ave",Farragut,IA,"Fremont County",51639,US,Fremont
"1114 US-275",TABOR,IA,51653,40.902374,-95.671248,1,range_interpolation,1114,"Us Hwy 275",Tabor,IA,"Mills County",51653,US,"TIGER/Line® dataset from the US Census Bureau"
"1004 ILLINOIS ST",SIDNEY,IA,51652,40.749746,-95.647355,0.8,nearest_rooftop_match,1002,"Illinois St",Sidney,IA,"Fremont County",51652,US,Fremont
"907 HARTFORD AVE",FARRAGUT,IA,51652,40.722693,-95.48104,0.9,rooftop,907,"Hartford Ave",Farragut,IA,"Fremont County",51639,US,Fremont
"1004 ILLINOIS ST",SIDNEY,IA,51652,40.749746,-95.647355,0.8,nearest_rooftop_match,1002,"Illinois St",Sidney,IA,"Fremont County",51652,US,Fremont
"220 N. CHESTNUT ST",JEFFERSON,IA,50129,42.016944,-94.373545,1,rooftop,220,"N Chestnut St",Jefferson,IA,"Greene County",50129,US,Greene
"107 MAIN ST E","GRAND JUNCTION",IA,50107,42.03188,-94.238691,1,range_interpolation,107,"Main St E","Grand Junction",IA,"Greene County",50107,US,"TIGER/Line® dataset from the US Census Bureau"
"101 RAM DRIVE",JEFFERSON,IA,50129,42.002607,-94.375557,1,rooftop,101,"Ram Dr",Jefferson,IA,"Greene County",50129,US,Greene
"101 RAM DRIVE",JEFFERSON,IA,50129,42.002607,-94.375557,1,rooftop,101,"Ram Dr",Jefferson,IA,"Greene County",50129,US,Greene
"101 RAM DRIVE",JEFFERSON,IA,50129,42.002607,-94.375557,1,rooftop,101,"Ram Dr",Jefferson,IA,"Greene County",50129,US,Greene
"414 SAND ST.",CHURDAN,IA,50050,42.155416,-94.477807,1,range_interpolation,414,"Sand St",Churdan,IA,"Greene County",50050,US,"TIGER/Line® dataset from the US Census Bureau"
"900 MADISON ST.",SCRANTON,IA,51462,42.022053,-94.542856,1,range_interpolation,900,"Madison St",Scranton,IA,"Greene County",51462,US,"TIGER/Line® dataset from the US Census Bureau"
"215 MAIN STREET",BEAMAN,IA,50609,42.219645,-92.823575,1,range_interpolation,215,"Main St",Beaman,IA,"Grundy County",50609,US,"TIGER/Line® dataset from the US Census Bureau"
"1301 12TH ST","GRUNDY CENTER",IA,50638,42.354711,-92.779249,1,range_interpolation,1301,"12th St","Grundy Center",IA,"Grundy County",50638,US,"TIGER/Line® dataset from the US Census Bureau"
"1301 12TH ST","GRUNDY CENTER",IA,50638,42.354711,-92.779249,1,range_interpolation,1301,"12th St","Grundy Center",IA,"Grundy County",50638,US,"TIGER/Line® dataset from the US Census Bureau"
"1301 12TH ST","GRUNDY CENTER",IA,50638,42.354711,-92.779249,1,range_interpolation,1301,"12th St","Grundy Center",IA,"Grundy County",50638,US,"TIGER/Line® dataset from the US Census Bureau"
"330 MAIN STREET",DIKE,IA,50624,42.467489,-92.62802,1,range_interpolation,330,"Main St",Dike,IA,"Grundy County",50624,US,"TIGER/Line® dataset from the US Census Bureau"
"300 CEDAR ST",REINBECK,IA,50669,42.318334,-92.5939,0.6,street_center,,"Cedar St",Reinbeck,IA,"Grundy County",50669,US,"TIGER/Line® dataset from the US Census Bureau"
"1301 12TH ST","GRUNDY CENTER",IA,50638,42.354711,-92.779249,1,range_interpolation,1301,"12th St","Grundy Center",IA,"Grundy County",50638,US,"TIGER/Line® dataset from the US Census Bureau"
"3384 INDIGO AVE",ADAIR,IA,50002,41.520036,-94.585837,1,rooftop,3384,"Indigo Ave",Adair,IA,"Guthrie County",50002,US,Guthrie
"701 W MAIN ST",PANORA,IA,50216,41.691592,-94.374653,1,rooftop,701,"W Main St",Panora,IA,"Guthrie County",50216,US,Guthrie
"701 W MAIN ST",PANORA,IA,50216,41.691592,-94.374653,1,rooftop,701,"W Main St",Panora,IA,"Guthrie County",50216,US,Guthrie
"900 SCHOOL ST","GUTHRIE CENTER",IA,50115,41.668696,-94.496689,1,rooftop,900,"School St","Guthrie Center",IA,"Guthrie County",50115,US,Guthrie
"200 MAIN ST",YALE,IA,50277,41.849779,-94.557569,0.8,rooftop,200,"Main St",Bayard,IA,"Guthrie County",50029,US,Guthrie
"3299 WHITE POLE RD",STUART,IA,50250,41.505998,-94.314668,1,rooftop,3299,"White Pole Rd",Stuart,IA,"Guthrie County",50250,US,Guthrie
"301 3RD ST",BAYARD,IA,50029,41.851591,-94.556439,1,range_interpolation,301,"3rd St",Bayard,IA,"Guthrie County",50029,US,"TIGER/Line® dataset from the US Census Bureau"
"900 SCHOOL ST","GUTHRIE CENTER",IA,50115,41.668696,-94.496689,1,rooftop,900,"School St","Guthrie Center",IA,"Guthrie County",50115,US,Guthrie
"1229 KATHY LANE","WEBSTER CITY",IA,50595,42.46118,-93.834714,1,rooftop,1229,"Kathy Ln","Webster City",IA,"Hamilton County",50595,US,Hamilton
"216 MAIN ST",WILLIAMS,IA,50271,42.487242,-93.544475,1,rooftop,216,"Main St",Williams,IA,"Hamilton County",50271,US,Hamilton
"1000 SHAKESPEARE AVE",STRATFORD,IA,50249,42.273056,-93.927045,1,rooftop,1000,"Shakespeare Ave",Stratford,IA,"Hamilton County",50249,US,Hamilton
"315 DIVISION ST",JEWELL,IA,50130,42.3023,-93.644976,1,rooftop,315,"Division St",Jewell,IA,"Hamilton County",50130,US,Hamilton
"1549 DEWITT ST",ELLSWORTH,IA,50075,42.31245,-93.578864,1,rooftop,1549,"Dewitt St",Ellsworth,IA,"Hamilton County",50075,US,Hamilton
"1901 WILLSON AVE","WEBSTER CITY",IA,50595,42.458915,-93.819353,1,rooftop,1901,"Willson Ave","Webster City",IA,"Hamilton County",50595,US,Hamilton
"1229 KATHY LANE","WEBSTER CITY",IA,50595,42.46118,-93.834714,1,rooftop,1229,"Kathy Ln","Webster City",IA,"Hamilton County",50595,US,Hamilton
"1101 BOONE ST","WEBSTER CITY",IA,50595,42.46309,-93.830655,1,rooftop,1101,"Boone St","Webster City",IA,"Hamilton County",50595,US,Hamilton
"605 W LYONS ST",GARNER,IA,50438,43.090332,-93.609905,1,range_interpolation,605,"W Lyons St",Garner,IA,"Hancock County",50438,US,"TIGER/Line® dataset from the US Census Bureau"
"204 E MAIN ST",KLEMME,IA,50449,43.006753,-93.600733,0.9,range_interpolation,204,"Main St",Klemme,IA,"Hancock County",50449,US,"TIGER/Line® dataset from the US Census Bureau"
"510 9TH AVE SW",BRITT,IA,50423,43.090666,-93.812933,1,range_interpolation,510,"9th Ave SW",Britt,IA,"Hancock County",50423,US,"TIGER/Line® dataset from the US Census Bureau"
"510 9TH AVE SW",BRITT,IA,50423,43.090666,-93.812933,1,range_interpolation,510,"9th Ave SW",Britt,IA,"Hancock County",50423,US,"TIGER/Line® dataset from the US Census Bureau"
"510 9TH AVE SW",BRITT,IA,50423,43.090666,-93.812933,1,range_interpolation,510,"9th Ave SW",Britt,IA,"Hancock County",50423,US,"TIGER/Line® dataset from the US Census Bureau"
"605 W LYONS ST",GARNER,IA,50438,43.090332,-93.609905,1,range_interpolation,605,"W Lyons St",Garner,IA,"Hancock County",50438,US,"TIGER/Line® dataset from the US Census Bureau"
"605 W LYONS ST",GARNER,IA,50438,43.090332,-93.609905,1,range_interpolation,605,"W Lyons St",Garner,IA,"Hancock County",50438,US,"TIGER/Line® dataset from the US Census Bureau"
"204 E MAIN ST",KLEMME,IA,50449,43.006753,-93.600733,0.9,range_interpolation,204,"Main St",Klemme,IA,"Hancock County",50449,US,"TIGER/Line® dataset from the US Census Bureau"
"423 EAST 5TH ST",KANAWHA,IA,50447,42.937919,-93.790509,0.9,range_interpolation,423,"E 5th St",Kanawha,IA,"Hancock County",50447,US,"TIGER/Line® dataset from the US Census Bureau"
"423 EAST 5TH ST",KANAWHA,IA,50447,42.937919,-93.790509,0.9,range_interpolation,423,"E 5th St",Kanawha,IA,"Hancock County",50447,US,"TIGER/Line® dataset from the US Census Bureau"
"502 WEST ST",ALDEN,IA,50006,42.518604,-93.381477,1,range_interpolation,502,"West St",Alden,IA,"Hardin County",50006,US,"TIGER/Line® dataset from the US Census Bureau"
"200 E. CHESTNUT ST.",HUBBARD,IA,50122,42.304317,-93.297971,1,rooftop,200,"E Chestnut",Hubbard,IA,"Hardin County",50122,US,Hardin
"1800 24TH ST",ELDORA,IA,50627,42.356409,-93.114232,1,rooftop,1800,"24th St",Eldora,IA,"Hardin County",50627,US,Hardin
"1800 24TH ST",ELDORA,IA,50627,42.356409,-93.114232,1,rooftop,1800,"24th St",Eldora,IA,"Hardin County",50627,US,Hardin
"902 8TH AVE",ACKLEY,IA,50601,42.545644,-93.051367,1,rooftop,902,"8th Ave",Ackley,IA,"Hardin County",50601,US,Hardin
"707 ELLSWORTH AVE","IOWA FALLS",IA,50126,42.495855,-93.265081,0.8,nearest_rooftop_match,705,"Ellsworth Ave","Iowa Falls",IA,"Hardin County",50126,US,Hardin
"1124 UNION ST","IOWA FALLS",IA,50126,42.524196,-93.271788,1,rooftop,1124,"Union St","Iowa Falls",IA,"Hardin County",50126,US,Hardin
"1510 WASHINGTON AVE","IOWA FALLS",IA,50126,42.519962,-93.278241,1,rooftop,1510,"Washington Ave","Iowa Falls",IA,"Hardin County",50126,US,Hardin
"407 1ST ST","LITTLE SIOUX",IA,51545,41.809571,-96.025175,1,rooftop,407,"1st St","Little Sioux",IA,"Harrison County",51545,US,Harrison
"111 N 2ND AVE, 3RD FLOOR",LOGAN,IA,51546,41.643163,-95.790456,1,rooftop,111,"N 2nd Ave",Logan,IA,"Harrison County",51546,US,Harrison
"605 E LINCOLN HIGHWAY","MISSOURI VALLEY",IA,51555,41.563862,-95.883651,1,rooftop,605,"E Lincoln Hwy","Missouri Valley",IA,"Harrison County",51555,US,Harrison
"605 E LINCOLN HWY","MISSOURI VALLEY",IA,51555,41.563862,-95.883651,1,rooftop,605,"E Lincoln Hwy","Missouri Valley",IA,"Harrison County",51555,US,Harrison
"3833 296TH ST",PERSIA,IA,51563,41.579418,-95.568396,1,rooftop,3833,"296th St",Persia,IA,"Harrison County",51563,US,Harrison
"206 POLK ST",PISGAH,IA,51564,41.832206,-95.928437,1,rooftop,206,"Polk St",Pisgah,IA,"Harrison County",51564,US,Harrison
"1102 IOWA AVE",DUNLAP,IA,51529,41.853507,-95.594208,1,rooftop,1102,"Iowa Ave",Dunlap,IA,"Harrison County",51529,US,Harrison
"200 MAPLE STREET",MONDAMIN,IA,51579,41.71018,-96.021917,0.9,rooftop,200,"Maple St",Mondamin,IA,"Harrison County",51557,US,Harrison
"111 N 2ND AVE, 3RD FLOOR",LOGAN,IA,51546,41.643163,-95.790456,1,rooftop,111,"N 2nd Ave",Logan,IA,"Harrison County",51546,US,Harrison
"704 NORMAL ST",WOODBINE,IA,51579,41.739225,-95.707878,1,rooftop,704,"Normal St",Woodbine,IA,"Harrison County",51579,US,Harrison
"704 NORMAL ST",WOODBINE,IA,51579,41.739225,-95.707878,1,rooftop,704,"Normal St",Woodbine,IA,"Harrison County",51579,US,Harrison
"108 E HALEY ST",MODALE,IA,51556,41.618645,-96.011074,1,rooftop,108,"E Haley St",Modale,IA,"Harrison County",51556,US,Harrison
"204 E 6TH ST",LOGAN,IA,51546,41.643919,-95.789132,1,rooftop,204,"E 6th St",Logan,IA,"Harrison County",51546,US,Harrison
"400 N. ADAMS ST.","MOUNT PLEASANT",IA,52641,40.969413,-91.551238,1,range_interpolation,400,"N Adams St","Mount Pleasant",IA,"Henry County",52641,US,"TIGER/Line® dataset from the US Census Bureau"
"801 E. HENRY ST.","MOUNT PLEASANT",IA,52641,40.967298,-91.540899,1,range_interpolation,801,"E Henry St","Mount Pleasant",IA,"Henry County",52641,US,"TIGER/Line® dataset from the US Census Bureau"
"600 N. MAIN ST.","MOUNT PLEASANT",IA,52641,40.97298,-91.552051,1,range_interpolation,600,"N Main St","Mount Pleasant",IA,"Henry County",52641,US,"TIGER/Line® dataset from the US Census Bureau"
"501 S. CORKHILL ST.","MOUNT PLEASANT",IA,52641,40.960809,-91.547941,1,range_interpolation,501,"S Corkhill St","Mount Pleasant",IA,"Henry County",52641,US,"TIGER/Line® dataset from the US Census Bureau"
"2104 S. GRAND AVE.","MOUNT PLEASANT",IA,52641,40.938005,-91.539847,1,range_interpolation,2104,"S Grand Ave","Mount Pleasant",IA,"Henry County",52641,US,"TIGER/Line® dataset from the US Census Bureau"
"208 S. OLIVE ST.",WINFIELD,IA,52659,41.126244,-91.439442,1,range_interpolation,208,"S Olive St",Winfield,IA,"Henry County",52659,US,"TIGER/Line® dataset from the US Census Bureau"
"706 N. PEARL ST.",WAYLAND,IA,52654,41.145224,-91.658479,0.4,street_center,,"S Pearl St",Wayland,IA,"Henry County",52654,US,"TIGER/Line® dataset from the US Census Bureau"
"106 W. WILSON ST.","NEW LONDON",IA,52645,40.925066,-91.401883,1,range_interpolation,106,"W Wilson St","New London",IA,"Henry County",52645,US,"TIGER/Line® dataset from the US Census Bureau"
"201 S. MAIN ST.",SALEM,IA,52649,40.853298,-91.621375,1,range_interpolation,201,"S Main St",Salem,IA,"Henry County",52649,US,"TIGER/Line® dataset from the US Census Bureau"
"701 BUSTI AVE",ELMA,IA,50628,43.245336,-92.43606,1,rooftop,701,"Busti Ave",Elma,IA,"Howard County",50628,US,Howard
"14258 45TH ST","LIME SPRINGS",IA,52155,43.45071,-92.293229,1,rooftop,14258,"45th St","Lime Springs",IA,"Howard County",52155,US,Howard
"100 SCHROEDER DR",CRESCO,IA,52136,43.374306,-92.104817,0.6,street_center,,"Schroeder Dr",Cresco,IA,"Howard County",52136,US,"TIGER/Line® dataset from the US Census Bureau"
"100 SCHROEDER DR",CRESCO,IA,52136,43.374306,-92.104817,0.6,street_center,,"Schroeder Dr",Cresco,IA,"Howard County",52136,US,"TIGER/Line® dataset from the US Census Bureau"
"100 SCHROEDER DR",CRESCO,IA,52136,43.374306,-92.104817,0.6,street_center,,"Schroeder Dr",Cresco,IA,"Howard County",52136,US,"TIGER/Line® dataset from the US Census Bureau"
"912 WOODLAND AVE",RICEVILLE,IA,50466,43.355601,-92.554119,1,rooftop,912,"Woodland Ave",Riceville,IA,"Howard County",50466,US,Howard
"100 SCHROEDER DR",CRESCO,IA,52136,43.374306,-92.104817,0.6,street_center,,"Schroeder Dr",Cresco,IA,"Howard County",52136,US,"TIGER/Line® dataset from the US Census Bureau"
"14258 45TH ST","LIME SPRINGS",IA,52155,43.45071,-92.293229,1,rooftop,14258,"45th St","Lime Springs",IA,"Howard County",52155,US,Howard
"100 SCHROEDER DR",CRESCO,IA,52136,43.374306,-92.104817,0.6,street_center,,"Schroeder Dr",Cresco,IA,"Howard County",52136,US,"TIGER/Line® dataset from the US Census Bureau"
"612 2ND AVE N",HUMBOLDT,IA,50548,42.723434,-94.217133,1,rooftop,612,"2nd Ave N",Humboldt,IA,"Humboldt County",50548,US,Humboldt
"612 2ND AVE N",HUMBOLDT,IA,50548,42.723434,-94.217133,1,rooftop,612,"2nd Ave N",Humboldt,IA,"Humboldt County",50548,US,Humboldt
"612 2ND AVE N",HUMBOLDT,IA,50548,42.723434,-94.217133,1,rooftop,612,"2nd Ave N",Humboldt,IA,"Humboldt County",50548,US,Humboldt
"612 2ND AVE N",HUMBOLDT,IA,50548,42.723434,-94.217133,1,rooftop,612,"2nd Ave N",Humboldt,IA,"Humboldt County",50548,US,Humboldt
"612 2ND AVE N",HUMBOLDT,IA,50548,42.723434,-94.217133,1,rooftop,612,"2nd Ave N",Humboldt,IA,"Humboldt County",50548,US,Humboldt
"612 2ND AVE N",HUMBOLDT,IA,50548,42.723434,-94.217133,1,rooftop,612,"2nd Ave N",Humboldt,IA,"Humboldt County",50548,US,Humboldt
"612 2ND AVE N",HUMBOLDT,IA,50548,42.723434,-94.217133,1,rooftop,612,"2nd Ave N",Humboldt,IA,"Humboldt County",50548,US,Humboldt
"612 2ND AVE N",HUMBOLDT,IA,50548,42.723434,-94.217133,1,rooftop,612,"2nd Ave N",Humboldt,IA,"Humboldt County",50548,US,Humboldt
"612 2ND AVE N",HUMBOLDT,IA,50548,42.723434,-94.217133,1,rooftop,612,"2nd Ave N",Humboldt,IA,"Humboldt County",50548,US,Humboldt
"403 BARNES ST.","IDA GROVE",IA,51445,42.342066,-95.46543,1,rooftop,403,"Barnes St","Ida Grove",IA,"Ida County",51445,US,Ida
"403 BARNES ST.","IDA GROVE",IA,51445,42.342066,-95.46543,1,rooftop,403,"Barnes St","Ida Grove",IA,"Ida County",51445,US,Ida
"519 E MAPLE ST",HOLSTEIN,IA,51025,42.487557,-95.546851,0.4,street_center,,"W Maple St",Holstein,IA,"Ida County",51025,US,"TIGER/Line® dataset from the US Census Bureau"
"519 E MAPLE ST",HOLSTEIN,IA,51025,42.487557,-95.546851,0.4,street_center,,"W Maple St",Holstein,IA,"Ida County",51025,US,"TIGER/Line® dataset from the US Census Bureau"
"403 BARNES ST.","IDA GROVE",IA,51445,42.342066,-95.46543,1,rooftop,403,"Barnes St","Ida Grove",IA,"Ida County",51445,US,Ida
"403 BARNES ST.","IDA GROVE",IA,51445,42.342066,-95.46543,1,rooftop,403,"Barnes St","Ida Grove",IA,"Ida County",51445,US,Ida
"403 BARNES ST.","IDA GROVE",IA,51445,42.342066,-95.46543,1,rooftop,403,"Barnes St","Ida Grove",IA,"Ida County",51445,US,Ida
"461 WASHINGTON ST",MILLERSBURG,IA,52316,41.517715,-92.081739,0.9,range_interpolation,461,"Washington St","North English",IA,"Iowa County",52316,US,"TIGER/Line® dataset from the US Census Bureau"
"765 W BROAD ST","NORTH ENGLISH",IA,52316,41.515856,-92.087406,1,range_interpolation,765,"W Broad St","North English",IA,"Iowa County",52316,US,"TIGER/Line® dataset from the US Census Bureau"
"2383 RAIDER DR",WILLIAMSBURG,IA,52361,41.659189,-92.026395,0.6,street_center,,"Raider Dr",Williamsburg,IA,"Iowa County",52361,US,"TIGER/Line® dataset from the US Census Bureau"
"710 2ND ST",VICTOR,IA,52347,41.731694,-92.299862,1,range_interpolation,710,"2nd St",Victor,IA,"Iowa County",52347,US,"TIGER/Line® dataset from the US Census Bureau"
"710 2ND ST",VICTOR,IA,52347,41.731694,-92.299862,1,range_interpolation,710,"2nd St",Victor,IA,"Iowa County",52347,US,"TIGER/Line® dataset from the US Census Bureau"
"235 E HILTON ST",MARENGO,IA,52301,41.798798,-92.068286,1,range_interpolation,235,"E Hilton St",Marengo,IA,"Iowa County",52301,US,"TIGER/Line® dataset from the US Census Bureau"
"235 E HILTON ST",MARENGO,IA,52301,41.798798,-92.068286,1,range_interpolation,235,"E Hilton St",Marengo,IA,"Iowa County",52301,US,"TIGER/Line® dataset from the US Census Bureau"
"3023 220TH TRAIL","MIDDLE AMANA",IA,52307,41.794095,-91.902736,0.6,street_center,,"State Hwy 220","Middle Amana",IA,"Iowa County",52307,US,"TIGER/Line® dataset from the US Census Bureau"
"235 E HILTON ST",MARENGO,IA,52301,41.798798,-92.068286,1,range_interpolation,235,"E Hilton St",Marengo,IA,"Iowa County",52301,US,"TIGER/Line® dataset from the US Census Bureau"
"2383 RAIDER DR",WILLIAMSBURG,IA,52361,41.659189,-92.026395,0.6,street_center,,"Raider Dr",Williamsburg,IA,"Iowa County",52361,US,"TIGER/Line® dataset from the US Census Bureau"
"2383 RAIDER DR",WILLIAMSBURG,IA,52361,41.659189,-92.026395,0.6,street_center,,"Raider Dr",Williamsburg,IA,"Iowa County",52361,US,"TIGER/Line® dataset from the US Census Bureau"
"100 S 3RD ST",BELLEVUE,IA,52031,42.257455,-90.425081,1,range_interpolation,100,"S 3rd St",Bellevue,IA,"Jackson County",52031,US,"TIGER/Line® dataset from the US Census Bureau"
"430 FERRY RD",MILES,IA,52064,42.046329,-90.31592,1,range_interpolation,430,"Ferry Rd",Miles,IA,"Jackson County",52064,US,"TIGER/Line® dataset from the US Census Bureau"
"411 BROAD ST",SABULA,IA,52070,42.071442,-90.173672,1,range_interpolation,411,"Broad St",Sabula,IA,"Jackson County",52070,US,"TIGER/Line® dataset from the US Census Bureau"
"1003 PERSHING RD",MAQUOKETA,IA,52060,42.076215,-90.647738,1,range_interpolation,1003,"Pershing Rd",Maquoketa,IA,"Jackson County",52060,US,"TIGER/Line® dataset from the US Census Bureau"
"126 S 2ND ST",MAQUOKETA,IA,52060,42.068117,-90.667013,1,range_interpolation,126,"S 2nd St",Maquoketa,IA,"Jackson County",52060,US,"TIGER/Line® dataset from the US Census Bureau"
"600 W WASHINGSTON ST",MAQUOKETA,IA,52060,42.19807,-90.605827,0.33,place,,,Maquoketa,IA,"Jackson County",52060,US,"TIGER/Line® dataset from the US Census Bureau"
